Inokulasyondan_sonra_gecen_sure	Kulturleme_kosulu	Patojen	Bitki_numarasi	Tekil_bitki_numarasi	Gozlem	Fotosentez	Iletkenlik
37	Nemli	Kontrol	9	81	10	2.27721222523758	-1.99530221508133
35	Kurak	P. cinnamomi 	10	82	4	-6.35372592328558	-8.52132672269784
35	Kurak	P. cinnamomi 	10	82	9	-2.80470571546338	-7.82508905463738
35	Kurak	P. multivora 	8	83	2	-5.18713365863253	-8.29022097878855
35	Kurak	P. multivora 	8	83	3	-3.15619404985485	-7.12675243847244
35	Kurak	P. multivora 	8	83	6	-2.86404824375389	-6.1569308747429
35	Kurak	P. multivora 	8	83	8	-4.0703241364743	-5.3004574549044
35	Kurak	P. multivora 	8	83	9	-3.35611017928683	-4.92547283780757
35	Kurak	P. multivora 	8	83	10	-3.0251541017769	-4.87694964461993
35	Nemli	P. multivora 	5	84	1	1.04168444718549	-3.92222466586195
35	Nemli	P. multivora 	5	84	2	1.08795198466697	-3.86144928987536
35	Nemli	P. multivora 	5	84	3	1.1612523219425	-3.75220616578927
35	Nemli	P. multivora 	5	84	4	1.23092326809964	-3.67245664963666
35	Nemli	P. multivora 	5	84	5	1.27148804064756	-3.57769431456049
35	Nemli	P. multivora 	5	84	6	1.35995118172453	-3.36925361018808
35	Nemli	P. multivora 	5	84	7	1.38151886431453	-3.27963969231636
35	Nemli	P. multivora 	5	84	8	1.46497750307958	-3.31671966167237
35	Nemli	P. multivora 	5	84	9	1.50327456081193	-3.28013131438983
35	Nemli	P. multivora 	5	84	10	1.54965730479997	-3.44463488740175
35	Nemli	Kontrol	8	85	1	5.98618328702211	-3.16703738285063
35	Nemli	Kontrol	8	85	2	5.98591717258843	-3.16423722476064
35	Nemli	Kontrol	8	85	3	5.98579430814456	-3.14034855720173
35	Nemli	Kontrol	8	85	4	5.98575797304248	-3.19382074139297
35	Nemli	Kontrol	8	85	5	5.98560020793469	-3.17345762510045
35	Nemli	Kontrol	8	85	6	5.98544371622731	-3.13978783433053
35	Nemli	Kontrol	8	85	7	5.98543219550542	-3.14371925803923
35	Nemli	Kontrol	8	85	8	5.98538562408799	-3.11824575263646
35	Nemli	Kontrol	8	85	9	5.98530837872848	-3.12272429455304
35	Nemli	Kontrol	8	85	10	5.98522130833778	-3.10849023855282
35	Kurak	P. cinnamomi 	3	86	1	-0.536943611637893	-5.17927805367177
35	Kurak	P. cinnamomi 	3	86	2	-0.455016502589886	-5.35626517423028
35	Kurak	P. cinnamomi 	3	86	3	-0.419409298516379	-5.42532653235423
35	Kurak	P. cinnamomi 	3	86	4	-0.373602264636515	-5.15942119014445
35	Kurak	P. cinnamomi 	3	86	5	-0.330047937293412	-5.2873861308008
35	Kurak	P. cinnamomi 	3	86	6	-0.300178589688066	-5.10280995976683
35	Kurak	P. cinnamomi 	3	86	7	-0.293070861932021	-5.22674358846763
35	Kurak	P. cinnamomi 	3	86	8	-0.255580131326456	-5.13839753177258
35	Kurak	P. cinnamomi 	3	86	9	-0.20087968207611	-5.07076387333715
35	Kurak	P. cinnamomi 	3	86	10	-0.185303537281664	-5.01593058945865
35	Kurak	P. cinnamomi 	3	86	11	-0.174966476235969	-5.00929274571777
35	Nemli	P. multivora 	3	87	1	2.13897738452091	-2.36297784107027
35	Nemli	P. multivora 	3	87	2	2.15400902795506	-2.33565750574181
35	Nemli	P. multivora 	3	87	3	2.16106876972228	-2.33828972441387
35	Nemli	P. multivora 	3	87	4	2.16696315510171	-2.31628964281676
35	Nemli	P. multivora 	3	87	5	2.17072496976335	-2.28689340403776
35	Nemli	P. multivora 	3	87	6	2.18001172621294	-2.28491668269611
35	Nemli	P. multivora 	3	87	7	2.18082763646749	-2.27198206915141
35	Nemli	P. multivora 	3	87	8	2.18228677629384	-2.26421615596061
35	Nemli	P. multivora 	3	87	9	2.19244085265978	-2.30125725496129
35	Nemli	P. multivora 	3	87	10	2.18894874625212	-2.24434160972158
35	Kurak	P. multivora 	4	88	1	0.108906637628648	-4.78383069261206
35	Kurak	P. multivora 	4	88	2	-0.0351896205354852	-4.90446947778006
35	Kurak	P. multivora 	4	88	3	-0.102718686142233	-4.94631056143481
35	Kurak	P. multivora 	4	88	4	-0.17697920420596	-4.91421168892553
35	Kurak	P. multivora 	4	88	5	-0.254163667367381	-5.14843308917225
35	Kurak	P. multivora 	4	88	6	-0.295068693153332	-5.32203788677333
35	Kurak	P. multivora 	4	88	7	-0.313771341012196	-5.14455047464366
35	Kurak	P. multivora 	4	88	8	-0.365891145816246	-5.11485679201448
35	Kurak	P. multivora 	4	88	9	-0.34001549916841	-5.15376638819447
35	Kurak	P. multivora 	4	88	10	-0.363608368960828	-5.09066811431867
35	Kurak	P. multivora 	4	88	11	-0.39134947408827	-5.12130822903219
35	Kurak	P. cinnamomi 	8	89	1	0.387901088499003	-4.50930116236607
35	Kurak	P. cinnamomi 	8	89	2	0.378701143832646	-4.70465775896226
35	Kurak	P. cinnamomi 	8	89	3	0.363730998431769	-4.57707138106297
35	Kurak	P. cinnamomi 	8	89	4	0.400122946136722	-4.53598233351117
35	Kurak	P. cinnamomi 	8	89	5	0.422412844470698	-4.5037976919278
35	Kurak	P. cinnamomi 	8	89	6	0.456205826487042	-4.58869081970988
35	Kurak	P. cinnamomi 	8	89	7	0.474671109592415	-4.46768091112298
35	Kurak	P. cinnamomi 	8	89	8	0.506614062378485	-4.47593765775464
35	Kurak	P. cinnamomi 	8	89	9	0.493897410660304	-4.42375954395104
35	Kurak	P. cinnamomi 	8	89	10	0.524147193128156	-4.49239129464724
35	Kurak	Kontrol	10	90	1	-0.894898447184442	-4.79020253365789
35	Kurak	Kontrol	10	90	2	-0.829583063707715	-5.28042695853521
35	Kurak	Kontrol	10	90	3	-0.71732177764352	-5.60608487428241
35	Kurak	Kontrol	10	90	4	-0.679106154752534	-5.4697113275935
35	Kurak	Kontrol	10	90	6	-0.557311003492777	-6.503201919724
35	Kurak	Kontrol	10	90	7	-0.564826343080904	-4.93427248742224
35	Kurak	Kontrol	10	90	8	-0.553072881755744	-4.99561038547253
35	Kurak	Kontrol	10	90	9	-0.536830036640249	-5.21908963703285
35	Kurak	Kontrol	10	90	10	-0.533316528644568	-5.20872422518203
35	Nemli	P. multivora 	2	91	1	2.06900840100026	-2.2654042377832
35	Nemli	P. multivora 	2	91	2	2.07787643040691	-2.26595792286009
35	Nemli	P. multivora 	2	91	3	2.08165310125318	-2.2511814991897
35	Nemli	P. multivora 	2	91	4	2.09078008414005	-2.283900031118
35	Nemli	P. multivora 	2	91	5	2.09257130004489	-2.27200388155212
35	Nemli	P. multivora 	2	91	6	2.09253653169258	-2.22395446491271
35	Nemli	P. multivora 	2	91	7	2.09508860846947	-2.19231203565252
35	Nemli	P. multivora 	2	91	8	2.09756696619862	-2.26299010373696
35	Nemli	P. multivora 	2	91	9	2.10288467143056	-2.24072417218084
35	Nemli	P. multivora 	2	91	10	2.09983469752088	-2.20873049931412
35	Nemli	P. multivora 	2	91	11	2.10449780094762	-2.20955282384116
35	Kurak	Kontrol	2	92	1	-2.35908046316663	-6.01866761826413
35	Kurak	Kontrol	2	92	2	-2.72817197802121	-6.70229760486117
35	Kurak	Kontrol	2	92	3	-2.44020129711299	-6.38190253014822
35	Kurak	Kontrol	2	92	4	-2.43455954970113	-6.03438123396521
35	Kurak	Kontrol	2	92	7	-2.4425711579828	-7.16459523060322
35	Kurak	Kontrol	2	92	8	-2.80487982517754	-5.37307453399882
35	Kurak	Kontrol	2	92	9	-2.71717531359173	-4.756688899147
35	Kurak	Kontrol	2	92	10	-2.44670014692599	-4.80472990991883
35	Kurak	Kontrol	2	92	11	-2.55361607145065	-4.60525468955842
35	Nemli	Kontrol	9	93	1	1.71181046649741	-2.65695754684154
35	Nemli	Kontrol	9	93	2	1.72070281406812	-2.61650170118894
35	Nemli	Kontrol	9	93	3	1.73798445089197	-2.58901890484735
35	Nemli	Kontrol	9	93	4	1.74707575825169	-2.53474930843548
35	Nemli	Kontrol	9	93	5	1.76666585918645	-2.52610907916442
35	Nemli	Kontrol	9	93	6	1.7828984860835	-2.55308447637145
35	Nemli	Kontrol	9	93	7	1.78681146669534	-2.51473568886023
35	Nemli	Kontrol	9	93	8	1.79244632712049	-2.50768231329985
35	Nemli	Kontrol	9	93	9	1.7911005009895	-2.53887380206534
35	Nemli	Kontrol	9	93	10	1.79919431497235	-2.48015972229682
35	Nemli	Kontrol	9	93	11	1.80192152469569	-2.4890643932367
35	Nemli	P. multivora 	9	94	1	2.15746947875781	-1.88623655814898
35	Nemli	P. multivora 	9	94	2	2.16137094423243	-1.86564069785926
35	Nemli	P. multivora 	9	94	3	2.15840913951446	-1.88922529677239
35	Nemli	P. multivora 	9	94	4	2.16564507348164	-1.88731168392046
35	Nemli	P. multivora 	9	94	5	2.17477068448618	-1.88457468065607
35	Nemli	P. multivora 	9	94	6	2.17817866971547	-1.8717517826714
35	Nemli	P. multivora 	9	94	7	2.18369891750259	-1.92391940958046
35	Nemli	P. multivora 	9	94	8	2.18846265534098	-1.8181572817458
35	Nemli	P. multivora 	9	94	9	2.18162923672397	-1.86395694139581
35	Nemli	P. multivora 	9	94	10	2.18848987688936	-1.8398086357041
35	Kurak	Kontrol	4	95	1	0.987809204251158	-3.83130163579005
35	Kurak	Kontrol	4	95	2	1.04956999851759	-3.74710938299761
35	Kurak	Kontrol	4	95	3	1.27216299683229	-3.53328856617016
35	Kurak	Kontrol	4	95	4	1.28945054602292	-3.58710884245763
35	Kurak	Kontrol	4	95	5	1.58493987808715	-3.08974293210194
35	Kurak	Kontrol	4	95	6	1.6183514109128	-3.0162118967602
35	Kurak	Kontrol	4	95	7	1.63109356358534	-2.98968676452482
35	Kurak	Kontrol	4	95	8	1.63738483746432	-2.98567495832485
35	Kurak	Kontrol	4	95	9	1.64379160390584	-2.94872413434352
35	Kurak	Kontrol	4	95	10	1.65088684721823	-2.93181603974702
35	Kurak	Kontrol	4	95	11	1.65055690828509	-2.94742887545499
22	Nemli	Kontrol	10	96	1	0.942617349628715	-3.90469477263775
22	Nemli	Kontrol	10	96	2	0.956697703836461	-3.98230116683213
22	Nemli	Kontrol	10	96	3	0.951205156647317	-3.92846112403668
22	Nemli	Kontrol	10	96	4	0.961608919512103	-3.86504471981498
22	Nemli	Kontrol	10	96	5	1.01000004406433	-3.81767465166659
22	Nemli	Kontrol	10	96	6	1.02412972744158	-3.80463388877339
22	Nemli	Kontrol	10	96	7	1.03386269672333	-3.87280628266744
22	Nemli	Kontrol	10	96	8	1.04432130640225	-3.83505256618803
22	Nemli	Kontrol	10	96	9	1.07133464796138	-3.77749285547781
22	Nemli	Kontrol	10	96	10	1.08889606265027	-3.7116663138055
22	Kurak	P. multivora 	6	97	1	-2.36537324292549	-6.22870499440618
22	Kurak	P. multivora 	6	97	2	-2.24871146204011	-7.2311833616987
22	Kurak	P. multivora 	6	97	3	-2.69185945645506	-6.52610278744111
22	Kurak	P. multivora 	6	97	4	-2.8284628843782	-6.52766473260548
22	Kurak	P. multivora 	6	97	5	-3.37997332390062	-6.221022627596
22	Kurak	P. multivora 	6	97	6	-2.76163999885723	-7.13720114824726
22	Kurak	P. multivora 	6	97	7	-3.35922814147994	-6.43905061803054
22	Kurak	P. multivora 	6	97	8	-3.31767094001187	-6.75481104089886
22	Kurak	P. multivora 	6	97	9	-3.4207558985557	-6.46464184712339
22	Kurak	P. multivora 	6	97	10	-3.1203722720386	-7.85834246808311
22	Kurak	Kontrol	3	98	1	1.32177931704006	-3.54692395412897
22	Kurak	Kontrol	3	98	2	1.31178325221747	-3.63161146183348
22	Kurak	Kontrol	3	98	3	1.32524614842963	-3.61605997742837
22	Kurak	Kontrol	3	98	4	1.31164175394867	-3.5994612159399
22	Kurak	Kontrol	3	98	5	1.32602053350235	-3.56344417172264
22	Kurak	Kontrol	3	98	6	1.33886790848555	-3.5347983995676
22	Kurak	Kontrol	3	98	7	1.35583929563691	-3.54767938112712
22	Kurak	Kontrol	3	98	8	1.38586274848856	-3.50405762560595
22	Kurak	Kontrol	3	98	9	1.39990049444582	-3.50676118464812
22	Kurak	Kontrol	3	98	10	1.42203389820673	-3.44678147826308
22	Kurak	Kontrol	3	98	11	1.45540586583631	-3.39960982250133
22	Kurak	P. cinnamomi 	3	99	1	-2.57965177526559	-7.98451703873677
22	Kurak	P. cinnamomi 	3	99	2	-3.00156750545303	-6.82606101280554
22	Kurak	P. cinnamomi 	3	99	3	-2.66881051216743	-6.35340188461183
22	Kurak	P. cinnamomi 	3	99	4	-3.15769813249408	-6.77389768956557
22	Kurak	P. cinnamomi 	3	99	5	-5.57149395407725	-5.98898721822272
22	Kurak	P. cinnamomi 	3	99	6	-3.03584135559008	-6.66003697568138
22	Kurak	P. cinnamomi 	3	99	7	-2.88031199144713	-7.22254547903311
22	Kurak	P. cinnamomi 	3	99	8	-4.42489806117927	-6.09004719560191
22	Kurak	P. cinnamomi 	3	99	9	-3.16326715014271	-6.25244237312559
22	Kurak	P. cinnamomi 	3	99	10	-3.0261489046255	-6.21867937483233
22	Nemli	P. cinnamomi 	4	100	1	1.89295226579759	-2.74441102085193
22	Nemli	P. cinnamomi 	4	100	2	1.8999822341894	-2.72272666037705
22	Nemli	P. cinnamomi 	4	100	3	1.92461606739667	-2.69185663747202
22	Nemli	P. cinnamomi 	4	100	4	1.92780631060279	-2.69614049405122
22	Nemli	P. cinnamomi 	4	100	5	1.93395548163238	-2.72563362744737
22	Nemli	P. cinnamomi 	4	100	6	1.96436086222698	-2.67765248870829
22	Nemli	P. cinnamomi 	4	100	7	1.96016472300993	-2.61204016625357
22	Nemli	P. cinnamomi 	4	100	8	1.98307431847693	-2.62557301302844
22	Nemli	P. cinnamomi 	4	100	9	1.98989114442272	-2.58482883335049
22	Nemli	P. cinnamomi 	4	100	10	1.99062021521942	-2.53741686116087
22	Nemli	P. cinnamomi 	4	100	11	2.0095944708256	-2.5385559384043
22	Kurak	Kontrol	6	101	1	-0.344364754764037	-5.3284875436411
22	Kurak	Kontrol	6	101	2	-0.291578280823521	-5.33518780376482
22	Kurak	Kontrol	6	101	3	-0.222865969843511	-5.46117894297786
22	Kurak	Kontrol	6	101	4	-0.182741504959844	-5.08048662323828
22	Kurak	Kontrol	6	101	5	-0.0238759136547551	-5.10798415560063
22	Kurak	Kontrol	6	101	6	-0.154053538712276	-5.16585171662557
22	Kurak	Kontrol	6	101	7	0.0951616424095558	-4.92437347295343
22	Kurak	Kontrol	6	101	8	0.206196185333076	-4.76135790583997
22	Kurak	Kontrol	6	101	9	0.27727826277013	-4.78749394278447
22	Kurak	Kontrol	6	101	10	0.36115965965108	-4.74387746471653
22	Kurak	Kontrol	6	101	11	0.397003676953531	-4.64688528754306
22	Nemli	Kontrol	7	102	1	1.40921595907215	-3.36807352431233
22	Nemli	Kontrol	7	102	2	1.4694580431746	-3.33346563305648
22	Nemli	Kontrol	7	102	3	1.45271075186238	-3.30518734681351
22	Nemli	Kontrol	7	102	4	1.50560130503803	-3.23218867390456
22	Nemli	Kontrol	7	102	5	1.542708085472	-3.22023907867656
22	Nemli	Kontrol	7	102	6	1.54263551995247	-3.19261670817899
22	Nemli	Kontrol	7	102	7	1.56802337051731	-3.14965517265858
22	Nemli	Kontrol	7	102	8	1.5688995745545	-3.13098315508117
22	Nemli	Kontrol	7	102	9	1.58367216803871	-3.10992391349927
22	Nemli	Kontrol	7	102	10	1.58519571961451	-3.10705038941102
22	Nemli	Kontrol	1	103	1	-1.40268365487271	-5.93144245972014
22	Nemli	Kontrol	1	103	2	-1.23474020362676	-6.32157490347235
22	Nemli	Kontrol	1	103	3	-0.93242728100452	-5.76575979846158
22	Nemli	Kontrol	1	103	4	-0.724496010445466	-5.47262313577895
22	Nemli	Kontrol	1	103	5	-0.501055733283616	-5.3303047514105
22	Nemli	Kontrol	1	103	6	-0.357415343681273	-5.47061928795974
22	Nemli	Kontrol	1	103	7	-0.233455014692879	-5.29903142142455
22	Nemli	Kontrol	1	103	8	-0.232164105706006	-4.66967756094404
22	Nemli	Kontrol	1	103	9	-0.0942978982342403	-4.98789272795262
22	Nemli	Kontrol	1	103	10	-0.0537051278895527	-5.27105498547212
22	Nemli	P. cinnamomi 	1	104	1	-3.97135383018606	-6.49770337299986
22	Nemli	P. cinnamomi 	1	104	5	-5.16718139064469	-6.56828753338113
22	Nemli	P. cinnamomi 	1	104	6	-5.95261428717941	-6.70116558992074
22	Kurak	P. multivora 	4	105	1	-3.72895701745852	-6.22380223526214
22	Kurak	P. multivora 	4	105	2	-3.77758831465027	-7.32993225570579
22	Kurak	P. multivora 	4	105	3	-5.14475388766094	-6.3708444517551
22	Kurak	P. multivora 	4	105	4	-3.63697623576783	-6.65820507269274
22	Kurak	P. multivora 	4	105	5	-3.72611538624884	-6.3721429982676
22	Kurak	P. multivora 	4	105	6	-4.34180065773682	-6.80638079701177
22	Kurak	P. multivora 	4	105	7	-3.95130613252914	-6.48254113978529
22	Kurak	P. multivora 	4	105	8	-7.62041764815272	-6.43459227083406
22	Kurak	P. multivora 	4	105	9	-4.07717451477246	-6.13552292596229
22	Kurak	P. multivora 	4	105	11	-4.3841073578778	-6.44888021818896
22	Nemli	Kontrol	5	106	1	1.82106961709488	-2.63624847414587
22	Nemli	Kontrol	5	106	2	1.81654806013919	-2.67793338952829
22	Nemli	Kontrol	5	106	3	1.83123264297843	-2.66841144072746
22	Nemli	Kontrol	5	106	4	1.83502472455429	-2.63249587114269
22	Nemli	Kontrol	5	106	5	1.82176351489067	-2.6393037379713
22	Nemli	Kontrol	5	106	6	1.81755022286841	-2.64730351614755
22	Nemli	Kontrol	5	106	7	1.83277480425683	-2.67121397280546
22	Nemli	Kontrol	5	106	8	1.81809381230293	-2.63394389752131
22	Nemli	Kontrol	5	106	9	1.84072843169783	-2.62970497949714
22	Nemli	Kontrol	5	106	10	1.83334194682774	-2.61280500522748
22	Nemli	Kontrol	5	106	11	1.81944681232035	-2.64522546953843
22	Kurak	P. cinnamomi 	5	107	1	0.446403634718292	-4.691066257889
22	Kurak	P. cinnamomi 	5	107	2	0.430583883536789	-4.71887150071281
22	Kurak	P. cinnamomi 	5	107	3	0.482878466069415	-4.67149237691927
22	Kurak	P. cinnamomi 	5	107	4	0.503595266215315	-4.60027598216621
22	Kurak	P. cinnamomi 	5	107	5	0.546099857302698	-4.68411426404288
22	Kurak	P. cinnamomi 	5	107	6	0.570378394178419	-4.5987579881402
22	Kurak	P. cinnamomi 	5	107	7	0.617050236404466	-4.46558365030013
22	Kurak	P. cinnamomi 	5	107	8	0.656399139751146	-4.45974405459233
22	Kurak	P. cinnamomi 	5	107	9	0.696754398220396	-4.42763113047736
22	Kurak	P. cinnamomi 	5	107	10	0.707626389555086	-4.40197108962713
22	Kurak	P. cinnamomi 	5	107	11	0.751166979828698	-4.36407128116525
22	Kurak	P. cinnamomi 	1	108	1	-2.99561024100027	-6.53322578047995
22	Kurak	P. cinnamomi 	1	108	2	-2.7845514795454	-6.56983123959389
22	Kurak	P. cinnamomi 	1	108	3	-3.19055089032454	-6.27840129738136
22	Kurak	P. cinnamomi 	1	108	5	-3.22563051148582	-6.62694450995729
22	Kurak	P. cinnamomi 	1	108	6	-3.07580406165036	-6.51317385049495
22	Kurak	P. cinnamomi 	1	108	7	-3.54784757062936	-6.39423788129237
22	Kurak	P. cinnamomi 	1	108	8	-3.35363199579898	-6.65500710123361
22	Kurak	P. cinnamomi 	1	108	9	-3.17088817310192	-6.84714571610262
22	Kurak	P. cinnamomi 	1	108	10	-3.52287195077215	-6.57025856731474
22	Kurak	P. cinnamomi 	1	108	11	-3.17520749301213	-6.96627567872748
22	Nemli	P. cinnamomi 	6	109	1	2.13950541666009	-2.24427628943949
22	Nemli	P. cinnamomi 	6	109	2	2.15466813670949	-2.17520660572831
22	Nemli	P. cinnamomi 	6	109	3	2.14977133314089	-2.1749513750136
22	Nemli	P. cinnamomi 	6	109	4	2.16816161606633	-2.13431563949857
22	Nemli	P. cinnamomi 	6	109	5	2.17781892937998	-2.10883544463801
22	Nemli	P. cinnamomi 	6	109	6	2.17597124892183	-2.11798796893496
22	Nemli	P. cinnamomi 	6	109	7	2.18426768494867	-2.08592861733043
22	Nemli	P. cinnamomi 	6	109	8	2.18087243008108	-2.07490101747908
22	Nemli	P. cinnamomi 	6	109	9	2.18754330760064	-2.05912303962679
22	Nemli	P. cinnamomi 	6	109	10	2.18717694192801	-2.06097151170111
17	Kurak	Kontrol	9	110	1	-0.817727562418855	-5.26951360656072
17	Kurak	Kontrol	9	110	2	-0.858874772313064	-5.25390802226815
17	Kurak	Kontrol	9	110	3	-0.928416548331062	-5.01739770776143
17	Kurak	Kontrol	9	110	4	-0.856284261073699	-5.03395126094835
17	Kurak	Kontrol	9	110	5	-0.838811295035708	-5.06648907698444
17	Kurak	Kontrol	9	110	6	-0.840039301248318	-5.12638694441364
17	Kurak	Kontrol	9	110	7	-0.770818716517753	-6.49328285878069
17	Kurak	Kontrol	9	110	8	-0.797107545774933	-5.08194243071587
17	Kurak	Kontrol	9	110	9	-0.793410827349852	-5.0737872569502
17	Kurak	Kontrol	9	110	10	-0.762715001584424	-5.08382795450638
17	Kurak	P. multivora 	4	111	3	-6.27707144089985	-5.90179862986331
17	Kurak	P. multivora 	4	111	6	-4.17661094543052	-6.10829188958461
17	Kurak	P. multivora 	4	111	8	-5.39798368054296	-5.92408556390508
17	Kurak	P. multivora 	4	111	10	-5.50896753617691	-5.8166561434989
17	Nemli	P. multivora 	9	112	1	1.38251559205649	-2.93713606050955
17	Nemli	P. multivora 	9	112	2	1.3847823598719	-2.90718395825936
17	Nemli	P. multivora 	9	112	3	1.3945464768117	-2.91198674364221
17	Nemli	P. multivora 	9	112	4	1.4063508218839	-2.92420094667286
17	Nemli	P. multivora 	9	112	5	1.40833056418633	-2.89030621404421
17	Nemli	P. multivora 	9	112	6	1.41612060793475	-2.90962302002206
17	Nemli	P. multivora 	9	112	7	1.46983493987257	-2.81985361103334
17	Nemli	P. multivora 	9	112	8	1.486228163217	-2.74790137015105
17	Nemli	P. multivora 	9	112	9	1.49713515597808	-2.71545070238557
17	Nemli	P. multivora 	9	112	10	1.49601388363805	-2.75108664570819
17	Nemli	Kontrol	2	113	1	2.29266382083167	-2.10025008145638
17	Nemli	Kontrol	2	113	2	2.29909867047991	-2.03744858244644
17	Nemli	Kontrol	2	113	3	2.31044391737953	-2.06049689803266
17	Nemli	Kontrol	2	113	4	2.31466404286803	-2.03930572428527
17	Nemli	Kontrol	2	113	5	2.31927872078729	-2.05808448392123
17	Nemli	Kontrol	2	113	6	2.32300985809491	-2.05246044333021
17	Nemli	Kontrol	2	113	7	2.32514067937939	-1.99057857327741
17	Nemli	Kontrol	2	113	8	2.3279947128635	-2.01168888640985
17	Nemli	Kontrol	2	113	9	2.33286647876941	-2.03825028670461
17	Nemli	Kontrol	2	113	10	2.34196363696062	-2.04531269317137
17	Nemli	Kontrol	8	114	1	1.86593870909217	-2.58506059651343
17	Nemli	Kontrol	8	114	2	1.85714843176281	-2.59638403540825
17	Nemli	Kontrol	8	114	3	1.84512402473919	-2.62991487748349
17	Nemli	Kontrol	8	114	4	1.83914806149557	-2.67375525831496
17	Nemli	Kontrol	8	114	5	1.83107530574158	-2.64406080414323
17	Nemli	Kontrol	8	114	6	1.8260945752277	-2.72141151218976
17	Nemli	Kontrol	8	114	7	1.82575608857911	-2.71637718943911
17	Nemli	Kontrol	8	114	8	1.81607815825919	-2.68357209444342
17	Nemli	Kontrol	8	114	9	1.81116664007367	-2.74187180252572
17	Nemli	Kontrol	8	114	10	1.80491287301248	-2.73762539737814
17	Kurak	Kontrol	10	115	1	0.831790799583715	-3.9940321327381
17	Kurak	Kontrol	10	115	2	0.855044652217793	-3.9366855922193
17	Kurak	Kontrol	10	115	3	0.864398363340674	-3.90735287747154
17	Kurak	Kontrol	10	115	4	0.897290742633853	-3.93267101596006
17	Kurak	Kontrol	10	115	5	0.915817548340483	-3.93343782460755
17	Kurak	Kontrol	10	115	6	0.938544348335015	-3.91613620303924
17	Kurak	Kontrol	10	115	7	0.929930580750621	-3.91044355341943
17	Kurak	Kontrol	10	115	8	0.948509926887803	-3.77965778626965
17	Kurak	Kontrol	10	115	9	0.969624875750951	-3.81496163258507
17	Kurak	Kontrol	10	115	10	0.9723113582794	-3.8447153998711
17	Kurak	P. multivora 	1	116	1	-1.00834438616825	-5.63826640022958
17	Kurak	P. multivora 	1	116	2	-0.824357378955698	-5.64692040472177
17	Kurak	P. multivora 	1	116	3	-0.691719727855498	-5.76145088911259
17	Kurak	P. multivora 	1	116	4	-0.574279923994644	-5.4318645307255
17	Kurak	P. multivora 	1	116	5	-0.49579664509776	-5.42713190105914
17	Kurak	P. multivora 	1	116	6	-0.457768638928535	-5.31750936031882
17	Kurak	P. multivora 	1	116	7	-0.37811018018737	-5.21811030315087
17	Kurak	P. multivora 	1	116	8	-0.342703318955741	-5.25566600633801
17	Kurak	P. multivora 	1	116	9	-0.280064965740738	-5.14726118402833
17	Kurak	P. multivora 	1	116	10	-0.255668353299992	-5.28116412813813
17	Kurak	P. multivora 	1	116	11	-0.229570370394723	-5.25957426743418
17	Nemli	P. multivora 	4	117	1	2.24948650720602	-2.07956257300383
17	Nemli	P. multivora 	4	117	2	2.25329056815615	-2.10252341840201
17	Nemli	P. multivora 	4	117	3	2.23911918690589	-2.09694596610847
17	Nemli	P. multivora 	4	117	4	2.24722945423698	-2.11638650328117
17	Nemli	P. multivora 	4	117	5	2.24695216146114	-2.10677428495015
17	Nemli	P. multivora 	4	117	6	2.25259083449391	-2.0837314180558
17	Nemli	P. multivora 	4	117	7	2.24725507102649	-2.07017698254802
17	Nemli	P. multivora 	4	117	8	2.2480804467841	-2.07651124718937
17	Nemli	P. multivora 	4	117	9	2.2475067926055	-2.10540476815825
17	Nemli	P. multivora 	4	117	10	2.2500085787899	-2.11831175050694
17	Nemli	P. cinnamomi 	3	118	1	1.54980367500011	-3.02712531899152
17	Nemli	P. cinnamomi 	3	118	2	1.547970852141	-3.05311364165816
17	Nemli	P. cinnamomi 	3	118	3	1.52041735052902	-3.04937257263518
17	Nemli	P. cinnamomi 	3	118	4	1.52198809628952	-3.09824690923911
17	Nemli	P. cinnamomi 	3	118	5	1.51326293469982	-3.07424155419461
17	Nemli	P. cinnamomi 	3	118	6	1.50614922616589	-3.06831916006833
17	Nemli	P. cinnamomi 	3	118	7	1.4938496674117	-3.05832250717019
17	Nemli	P. cinnamomi 	3	118	8	1.48738992124591	-3.13038729149478
17	Nemli	P. cinnamomi 	3	118	9	1.48556034300289	-3.13146292849827
17	Nemli	P. cinnamomi 	3	118	10	1.48628244065225	-3.13845099790385
17	Kurak	P. cinnamomi 	8	119	1	0.399913523874933	-4.58196052608726
17	Kurak	P. cinnamomi 	8	119	2	0.399246051133153	-4.50970947206005
17	Kurak	P. cinnamomi 	8	119	3	0.402891939012987	-4.50132769194227
17	Kurak	P. cinnamomi 	8	119	4	0.399733980525514	-4.5198022670695
17	Kurak	P. cinnamomi 	8	119	5	0.384177654162294	-4.67316972956004
17	Kurak	P. cinnamomi 	8	119	6	0.355502576284254	-4.59944600044302
17	Kurak	P. cinnamomi 	8	119	7	0.35866342430058	-4.64458535804728
17	Kurak	P. cinnamomi 	8	119	8	0.342280854602746	-4.70196218314165
17	Kurak	P. cinnamomi 	8	119	9	0.345026572309986	-4.65718310766631
17	Kurak	P. cinnamomi 	8	119	10	0.369426129624509	-4.67197570148336
17	Nemli	P. multivora 	7	120	1	2.36163418631703	-1.44214568228367
17	Nemli	P. multivora 	7	120	2	2.37127380049449	-1.41250441113631
17	Nemli	P. multivora 	7	120	3	2.37924375693732	-1.4218388230131
