# Program:featureCounts v2.0.6; Command:"featureCounts" "-T4" "-t" "CDS" "-a" "data/ref/GCA_000007565.2_ASM756v2_genomic.gtf" "-o" "results/counts/counts-SRR7029605-bwa.txt" "results/alignment/bwa/SRR7029605.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/bwa/SRR7029605.sorted.bam
PP_2514	AE015451.2	2861337	2862050	-	714	11
PP_2515	AE015451.2	2862050	2862823	-	774	38
PP_2516	AE015451.2	2862941	2864131	+	1191	120
PP_2517	AE015451.2	2864153	2865382	-	1230	64
PP_2518	AE015451.2	2865517	2866776	-	1260	39
PP_2520	AE015451.2	2868345	2868458	+	114	5
PP_2522	AE015451.2	2869392	2870690	+	1299	7
PP_2524	AE015451.2	2871223	2871876	+	654	73
PP_2525	AE015451.2	2871914	2873074	-	1161	202
PP_2526	AE015451.2	2873221	2873691	+	471	749
PP_2527	AE015451.2	2873779	2874540	-	762	253
PP_2528	AE015451.2	2874608	2875882	-	1275	425
PP_2530	AE015451.2	2876106	2876360	-	255	15
PP_2531	AE015451.2	2876382	2877374	-	993	219
PP_2532	AE015451.2	2877517	2877999	+	483	60
PP_2533	AE015451.2	2878013	2879005	-	993	173
PP_2534	AE015451.2	2879168	2880064	-	897	133
PP_2535	AE015451.2	2880159	2881331	+	1173	34
PP_2536	AE015451.2	2881391	2882011	-	621	263
PP_2537	AE015451.2	2882204	2882509	+	306	116
PP_2538	AE015451.2	2882592	2883311	+	720	332
PP_2539	AE015451.2	2883441	2884364	+	924	220
PP_2540	AE015451.2	2884536	2885309	+	774	150
PP_2541	AE015451.2	2885327	2885878	-	552	96
PP_5536	AE015451.2	2886115	2886993	-	879	75
PP_2542	AE015451.2	2887247	2888668	-	1422	242
PP_2543	AE015451.2	2888993	2890402	+	1410	65
PP_2544	AE015451.2	2890412	2890609	-	198	6
PP_2545	AE015451.2	2890661	2891476	+	816	498
PP_2546	AE015451.2	2891472	2891840	-	369	214
PP_2547	AE015451.2	2891901	2892767	-	867	70
PP_2548	AE015451.2	2893011	2894324	+	1314	20
PP_2549	AE015451.2	2894342	2895730	+	1389	56
PP_2550	AE015451.2	2895831	2896541	+	711	909
PP_2551	AE015451.2	2896682	2897623	+	942	117
PP_2552	AE015451.2	2897776	2899185	+	1410	368
PP_2553	AE015451.2	2899259	2900629	-	1371	337
PP_2554	AE015451.2	2900919	2902823	+	1905	881
PP_2555	AE015451.2	2902898	2903575	-	678	76
PP_2556	AE015451.2	2903578	2904927	-	1350	197
PP_2557	AE015451.2	2904948	2905808	-	861	197
PP_2558	AE015451.2	2906027	2907382	-	1356	93
PP_2559	AE015451.2	2907357	2908694	-	1338	134
PP_2560	AE015451.2	2908704	2910437	-	1734	149
PP_2561	AE015451.2	2910981	2921804	+	10824	487
PP_2562	AE015451.2	2921969	2922451	+	483	196
PP_2563	AE015451.2	2922484	2925252	-	2769	2948
PP_2564	AE015451.2	2925820	2926515	-	696	434
PP_2565	AE015451.2	2926734	2929202	+	2469	284
PP_2566	AE015451.2	2929215	2934101	-	4887	273
PP_2567	AE015451.2	2934284	2935207	+	924	211
PP_2568	AE015451.2	2935286	2935702	+	417	240
PP_2569	AE015451.2	2935967	2937640	+	1674	1245
PP_2570	AE015451.2	2937729	2939054	-	1326	11
PP_2572	AE015451.2	2939497	2940141	-	645	702
PP_2573	AE015451.2	2940108	2940491	-	384	565
PP_2574	AE015451.2	2940769	2941677	+	909	431
PP_2575	AE015451.2	2941729	2942199	-	471	962
PP_2577	AE015451.2	2943572	2945209	+	1638	2192
PP_2578	AE015451.2	2945224	2945751	+	528	938
PP_2579	AE015451.2	2945770	2947521	-	1752	924
PP_2580	AE015451.2	2947733	2947885	+	153	111
PP_2581	AE015451.2	2948121	2948465	-	345	176
PP_2582	AE015451.2	2948494	2949081	-	588	85
PP_2583	AE015451.2	2949175	2949732	+	558	146
PP_2584	AE015451.2	2949851	2951221	-	1371	283
PP_2585	AE015451.2	2951385	2952962	-	1578	65
PP_2586	AE015451.2	2953118	2954497	-	1380	41
PP_2587	AE015451.2	2954778	2955617	+	840	44
PP_2588	AE015451.2	2955663	2957042	+	1380	84
PP_2589	AE015451.2	2957241	2958731	+	1491	51
PP_2590	AE015451.2	2958879	2961191	-	2313	60
PP_2591	AE015451.2	2961234	2962253	-	1020	22
PP_2592	AE015451.2	2962220	2962993	-	774	21
PP_2593	AE015451.2	2962993	2963931	-	939	17
PP_2594	AE015451.2	2963931	2964869	-	939	28
PP_2595	AE015451.2	2964872	2966626	-	1755	478
PP_2596	AE015451.2	2966623	2968413	-	1791	104
PP_2597	AE015451.2	2968523	2969131	+	609	265
PP_2598	AE015451.2	2969340	2969684	+	345	406
PP_2599	AE015451.2	2969662	2972049	+	2388	230
PP_2600	AE015451.2	2972164	2973873	-	1710	97
PP_2601	AE015451.2	2974068	2974841	+	774	67
PP_2602	AE015451.2	2974983	2976032	+	1050	82
PP_2603	AE015451.2	2976065	2976877	+	813	50
PP_2604	AE015451.2	2977032	2978354	-	1323	141
PP_2605	AE015451.2	2978599	2980284	-	1686	132
PP_2606	AE015451.2	2980329	2980646	-	318	12
PP_2607	AE015451.2	2980634	2982364	-	1731	61
PP_2608	AE015451.2	2982372	2983178	-	807	22
PP_2609	AE015451.2	2983335	2984102	+	768	60
PP_2610	AE015451.2	2984259	2984513	-	255	7
PP_2611	AE015451.2	2984513	2985403	-	891	8
PP_2612	AE015451.2	2985411	2988398	-	2988	12
PP_2613	AE015451.2	2988394	2989341	-	948	22
PP_2614	AE015451.2	2989314	2991479	-	2166	34
PP_2615	AE015451.2	2991557	2992069	-	513	18
PP_2616	AE015451.2	2992206	2993072	-	867	54
PP_2617	AE015451.2	2993077	2994411	-	1335	33
PP_2618	AE015451.2	2994470	2995264	-	795	18
PP_2619	AE015451.2	2995264	2995830	-	567	17
PP_2620	AE015451.2	2995830	2996843	-	1014	21
PP_2621	AE015451.2	2996810	2998573	-	1764	35
PP_2622	AE015451.2	2998580	2998987	-	408	7
PP_2623	AE015451.2	2998987	3000474	-	1488	18
PP_2624	AE015451.2	3000495	3000995	-	501	10
PP_2625	AE015451.2	3001277	3001969	+	693	30
PP_2626	AE015451.2	3001960	3003420	+	1461	58
PP_2627	AE015451.2	3003420	3007037	+	3618	452
PP_2628	AE015451.2	3007121	3009094	-	1974	382
PP_2631	AE015451.2	3010762	3010944	+	183	9
PP_2632	AE015451.2	3010940	3012550	+	1611	25
PP_2633	AE015451.2	3012550	3012765	+	216	0
PP_2634	AE015451.2	3012765	3013469	+	705	11
PP_2635	AE015451.2	3013469	3016075	+	2607	138
PP_2636	AE015451.2	3016078	3018357	+	2280	97
PP_2637	AE015451.2	3018363	3019472	+	1110	23
PP_2638	AE015451.2	3019463	3022978	+	3516	103
PP_2639	AE015451.2	3023319	3024182	+	864	65
PP_2640	AE015451.2	3024342	3024797	-	456	62
PP_2641	AE015451.2	3024839	3026635	-	1797	201
PP_2642	AE015451.2	3026636	3028123	+	1488	99
PP_2643	AE015451.2	3028348	3029997	+	1650	61
PP_2645	AE015451.2	3030694	3033453	+	2760	1973
PP_2646	AE015451.2	3033460	3033852	+	393	433
PP_2647	AE015451.2	3033965	3035188	-	1224	230
PP_2648	AE015451.2	3035484	3036410	-	927	215
PP_2649	AE015451.2	3036648	3037586	-	939	22
PP_2650	AE015451.2	3037729	3038868	+	1140	49
PP_2651	AE015451.2	3038916	3040256	+	1341	64
PP_2652	AE015451.2	3040398	3041180	+	783	66
PP_2653	AE015451.2	3041176	3041991	-	816	90
PP_5537	AE015451.2	3042098	3042409	+	312	7
PP_2654	AE015451.2	3042409	3042831	+	423	10
PP_2655	AE015451.2	3042906	3043136	+	231	47
PP_2656	AE015451.2	3043342	3044385	+	1044	1005
PP_2657	AE015451.2	3044459	3045424	+	966	308
PP_2658	AE015451.2	3045424	3046314	+	891	234
PP_2659	AE015451.2	3046314	3047150	+	837	279
PP_2660	AE015451.2	3047248	3047943	+	696	329
PP_2661	AE015451.2	3047946	3048542	+	597	161
PP_2662	AE015451.2	3048841	3050025	+	1185	47
PP_2663	AE015451.2	3050169	3051329	+	1161	30
PP_2664	AE015451.2	3051301	3053196	+	1896	81
PP_2665	AE015451.2	3053248	3053910	-	663	160
PP_2666	AE015451.2	3053968	3054525	-	558	57
PP_2667	AE015451.2	3054836	3055624	-	789	43
PP_2668	AE015451.2	3055624	3056361	-	738	39
PP_2669	AE015451.2	3056361	3057347	-	987	15
PP_5538	AE015451.2	3057381	3058571	-	1191	40
PP_2671	AE015451.2	3058722	3059993	+	1272	57
PP_2672	AE015451.2	3059996	3060631	+	636	9
PP_2673	AE015451.2	3060843	3061499	-	657	5
PP_2674	AE015451.2	3061569	3063461	-	1893	59
PP_2675	AE015451.2	3063716	3064174	+	459	10
PP_2676	AE015451.2	3064132	3065055	+	924	13
PP_2677	AE015451.2	3065061	3065825	+	765	18
PP_2678	AE015451.2	3065867	3066787	+	921	10
PP_2679	AE015451.2	3066962	3068746	+	1785	43
PP_2680	AE015451.2	3068912	3070429	+	1518	85
PP_2681	AE015451.2	3070786	3071055	+	270	10
PP_2682	AE015451.2	3071148	3072308	+	1161	205
PP_2683	AE015451.2	3072295	3073962	+	1668	114
PP_2684	AE015451.2	3074395	3075102	+	708	20
PP_2685	AE015451.2	3075333	3076052	-	720	127
PP_2686	AE015451.2	3076129	3076905	-	777	55
PP_2687	AE015451.2	3076905	3077852	-	948	29
PP_2688	AE015451.2	3077859	3079265	-	1407	23
PP_2689	AE015451.2	3079702	3080070	-	369	53
PP_2690	AE015451.2	3080101	3080799	-	699	82
PP_2691	AE015451.2	3080799	3082514	-	1716	126
PP_2692	AE015451.2	3082520	3084067	-	1548	123
PP_2693	AE015451.2	3084126	3085109	-	984	44
PP_2694	AE015451.2	3085126	3086565	-	1440	39
PP_2695	AE015451.2	3086652	3087545	+	894	22
PP_2696	AE015451.2	3087618	3088544	-	927	31
PP_2697	AE015451.2	3088646	3089152	-	507	23
PP_2698	AE015451.2	3089181	3090212	-	1032	29
PP_2699	AE015451.2	3090242	3091291	-	1050	27
PP_2700	AE015451.2	3091453	3091950	+	498	158
PP_2701	AE015451.2	3092040	3092975	+	936	216
PP_2702	AE015451.2	3092958	3094085	-	1128	102
PP_2703	AE015451.2	3094459	3095757	+	1299	63
PP_2704	AE015451.2	3095762	3096943	+	1182	24
PP_2705	AE015451.2	3096997	3097329	+	333	491
PP_2706	AE015451.2	3097398	3097637	+	240	214
PP_2707	AE015451.2	3097637	3098431	+	795	194
PP_2708	AE015451.2	3098552	3099229	+	678	288
PP_2709	AE015451.2	3099222	3100688	+	1467	670
PP_2710	AE015451.2	3100700	3101377	+	678	243
PP_2711	AE015451.2	3101367	3102170	+	804	391
PP_2712	AE015451.2	3102170	3102808	+	639	257
PP_2713	AE015451.2	3102814	3103473	+	660	592
PP_2714	AE015451.2	3103473	3104834	+	1362	491
PP_2715	AE015451.2	3104853	3105551	-	699	57
PP_2716	AE015451.2	3105568	3106035	-	468	25
PP_2717	AE015451.2	3106067	3107347	-	1281	65
PP_2718	AE015451.2	3107372	3107716	-	345	12
PP_2719	AE015451.2	3107905	3108006	-	102	169
PP_2720	AE015451.2	3108080	3108298	+	219	249
PP_2721	AE015451.2	3108283	3108630	-	348	57
PP_2722	AE015451.2	3108693	3109154	-	462	100
PP_2723	AE015451.2	3109326	3110180	-	855	123
PP_2724	AE015451.2	3110375	3110896	+	522	32
PP_2725	AE015451.2	3110959	3111498	-	540	148
PP_2726	AE015451.2	3111591	3112280	-	690	16
PP_2727	AE015451.2	3112379	3113146	-	768	42
PP_2728	AE015451.2	3113228	3113716	-	489	68
PP_2729	AE015451.2	3113877	3114410	+	534	388
PP_2730	AE015451.2	3114416	3114949	+	534	318
PP_2731	AE015451.2	3114949	3115251	+	303	102
PP_2732	AE015451.2	3115263	3116786	+	1524	370
PP_2733	AE015451.2	3116909	3117394	-	486	136
PP_2734	AE015451.2	3117397	3118581	-	1185	191
PP_2735	AE015451.2	3118634	3119440	-	807	98
PP_2736	AE015451.2	3119440	3120684	-	1245	276
PP_2737	AE015451.2	3120694	3121443	-	750	259
PP_2738	AE015451.2	3121443	3121862	-	420	239
PP_2739	AE015451.2	3121969	3122421	-	453	156
PP_2740	AE015451.2	3122566	3123450	+	885	480
PP_2741	AE015451.2	3123618	3125252	-	1635	674
PP_2742	AE015451.2	3125323	3125679	-	357	111
PP_2743	AE015451.2	3125679	3126269	-	591	102
PP_2744	AE015451.2	3126468	3127424	-	957	241
PP_2745	AE015451.2	3127523	3128416	-	894	14
PP_2746	AE015451.2	3128754	3130160	+	1407	49
PP_2747	AE015451.2	3130184	3131152	+	969	5
PP_2748	AE015451.2	3131122	3131919	+	798	10
PP_2749	AE015451.2	3131919	3132797	+	879	24
PP_2750	AE015451.2	3132805	3133866	+	1062	56
PP_2751	AE015451.2	3133948	3135285	+	1338	36
PP_2752	AE015451.2	3135348	3136679	+	1332	20
PP_2753	AE015451.2	3136799	3137569	+	771	13
PP_2754	AE015451.2	3137862	3139208	+	1347	39
PP_2755	AE015451.2	3139447	3140688	+	1242	12
PP_2756	AE015451.2	3140701	3141084	+	384	5
PP_2757	AE015451.2	3141084	3142052	+	969	25
PP_2758	AE015451.2	3142052	3143077	+	1026	10
PP_2759	AE015451.2	3143077	3144612	+	1536	67
PP_2760	AE015451.2	3144593	3145573	+	981	7
PP_2761	AE015451.2	3145578	3146561	+	984	37
PP_2762	AE015451.2	3146633	3147868	-	1236	68
PP_2764	AE015451.2	3148063	3148764	+	702	10
PP_2765	AE015451.2	3148794	3149882	+	1089	15
PP_2766	AE015451.2	3149897	3151024	+	1128	38
PP_2767	AE015451.2	3151037	3151867	+	831	4
PP_2768	AE015451.2	3151846	3152724	+	879	72
PP_2769	AE015451.2	3152740	3153726	+	987	688
PP_2770	AE015451.2	3153797	3155119	+	1323	38
PP_2771	AE015451.2	3155162	3156262	-	1101	103
PP_2772	AE015451.2	3156274	3157458	-	1185	82
PP_2773	AE015451.2	3157517	3157672	-	156	10
PP_2774	AE015451.2	3157982	3160075	+	2094	116
PP_2775	AE015451.2	3160087	3161130	+	1044	42
PP_2776	AE015451.2	3161130	3162050	+	921	23
PP_2777	AE015451.2	3162633	3163199	+	567	23
PP_2778	AE015451.2	3163211	3164485	+	1275	42
PP_2779	AE015451.2	3164490	3165569	+	1080	26
PP_2780	AE015451.2	3165569	3166864	+	1296	29
PP_2781	AE015451.2	3166864	3168072	+	1209	29
PP_2782	AE015451.2	3168106	3170982	+	2877	33
PP_2783	AE015451.2	3170995	3171729	+	735	5
PP_2784	AE015451.2	3171729	3172490	+	762	14
PP_2785	AE015451.2	3172496	3173776	+	1281	15
PP_2786	AE015451.2	3173830	3174663	+	834	10
PP_2787	AE015451.2	3174700	3177306	+	2607	59
PP_2788	AE015451.2	3177382	3177762	-	381	4
PP_2789	AE015451.2	3177929	3178531	-	603	40
PP_2790	AE015451.2	3178724	3180673	-	1950	172
PP_2791	AE015451.2	3180804	3181931	+	1128	35
PP_2792	AE015451.2	3181931	3182284	+	354	12
PP_2793	AE015451.2	3182341	3183510	+	1170	34
PP_2794	AE015451.2	3183513	3184277	+	765	27
PP_2795	AE015451.2	3184364	3186007	+	1644	82
PP_2796	AE015451.2	3186065	3186385	+	321	3
PP_2797	AE015451.2	3186385	3188040	+	1656	78
PP_2798	AE015451.2	3188308	3189213	-	906	39
PP_2799	AE015451.2	3189273	3190649	-	1377	37
PP_2800	AE015451.2	3190748	3191998	-	1251	31
PP_2801	AE015451.2	3192039	3193460	-	1422	10
PP_2802	AE015451.2	3193541	3194869	-	1329	17
PP_2803	AE015451.2	3194885	3196066	-	1182	21
PP_2804	AE015451.2	3196261	3197133	-	873	14
PP_2805	AE015451.2	3197133	3198656	-	1524	26
PP_2806	AE015451.2	3198936	3199514	-	579	320
PP_2807	AE015451.2	3199765	3200649	+	885	12
PP_2808	AE015451.2	3200673	3202037	+	1365	48
PP_2809	AE015451.2	3202052	3202774	+	723	4
PP_2810	AE015451.2	3203250	3204668	+	1419	233
PP_2811	AE015451.2	3204697	3206340	+	1644	53
PP_2812	AE015451.2	3206352	3208763	+	2412	64
PP_2813	AE015451.2	3208777	3209736	+	960	99
PP_2814	AE015451.2	3209859	3210725	-	867	81
PP_2815	AE015451.2	3210964	3212214	+	1251	136
PP_2816	AE015451.2	3212279	3212842	-	564	5
PP_2817	AE015451.2	3212934	3214067	+	1134	30
PP_2818	AE015451.2	3214086	3217211	+	3126	101
PP_2819	AE015451.2	3217211	3218614	+	1404	44
PP_2820	AE015451.2	3218703	3219257	-	555	37
PP_2821	AE015451.2	3219438	3219839	-	402	26
PP_5539	AE015451.2	3219854	3221011	-	1158	121
PP_2823	AE015451.2	3221044	3222693	-	1650	32
PP_2824	AE015451.2	3223256	3223933	-	678	42
PP_2825	AE015451.2	3224006	3224470	-	465	19
PP_2826	AE015451.2	3224507	3225418	-	912	294
PP_2827	AE015451.2	3225625	3226644	+	1020	715
PP_2828	AE015451.2	3227162	3228544	+	1383	35
PP_2829	AE015451.2	3228544	3229899	+	1356	149
PP_2830	AE015451.2	3230033	3231382	-	1350	33
PP_2831	AE015451.2	3231401	3232633	-	1233	51
PP_2832	AE015451.2	3232813	3233757	+	945	55
PP_2833	AE015451.2	3233788	3234756	+	969	52
PP_2834	AE015451.2	3234906	3236444	+	1539	107
PP_2835	AE015451.2	3236507	3237538	+	1032	49
PP_2836	AE015451.2	3237562	3238776	+	1215	308
PP_2837	AE015451.2	3238870	3240177	+	1308	42
PP_2838	AE015451.2	3240305	3241951	+	1647	539
PP_2839	AE015451.2	3241924	3244209	+	2286	334
PP_2840	AE015451.2	3244316	3245494	-	1179	113
PP_2841	AE015451.2	3245746	3246621	+	876	294
PP_2842	AE015451.2	3246902	3247732	+	831	123
PP_2843	AE015451.2	3247745	3248044	+	300	33
PP_2844	AE015451.2	3248067	3248381	+	315	27
PP_2845	AE015451.2	3248381	3250081	+	1701	336
PP_2846	AE015451.2	3250094	3250594	+	501	63
PP_2847	AE015451.2	3250616	3251158	+	543	80
PP_2848	AE015451.2	3251161	3251832	+	672	184
PP_2849	AE015451.2	3251847	3252467	+	621	185
PP_2851	AE015451.2	3252716	3253441	-	726	375
PP_2852	AE015451.2	3253539	3255737	-	2199	1162
PP_2853	AE015451.2	3255876	3257153	-	1278	3605
PP_2854	AE015451.2	3257203	3257952	-	750	201
PP_2855	AE015451.2	3258001	3258678	-	678	155
PP_2856	AE015451.2	3258743	3260191	-	1449	997
PP_2857	AE015451.2	3260244	3260819	-	576	262
PP_2858	AE015451.2	3260824	3261258	-	435	60
PP_2859	AE015451.2	3261559	3262125	-	567	33
PP_2860	AE015451.2	3262125	3262688	-	564	59
PP_2861	AE015451.2	3262915	3264546	-	1632	130
PP_2862	AE015451.2	3264844	3265674	+	831	424
PP_2863	AE015451.2	3265706	3266080	+	375	233
PP_2864	AE015451.2	3266145	3266513	-	369	47
PP_2865	AE015451.2	3266497	3267396	-	900	87
PP_2866	AE015451.2	3267530	3268138	+	609	112
PP_2867	AE015451.2	3268213	3269412	-	1200	873
PP_2868	AE015451.2	3269496	3270092	-	597	110
PP_2869	AE015451.2	3270135	3272084	-	1950	38
PP_2870	AE015451.2	3272259	3273299	+	1041	36
PP_2871	AE015451.2	3273325	3274077	+	753	47
PP_2872	AE015451.2	3274243	3275124	+	882	195
PP_2873	AE015451.2	3275198	3275515	+	318	97
PP_5540	AE015451.2	3275657	3275842	+	186	4074
PP_2874	AE015451.2	3275987	3276295	+	309	721
PP_2875	AE015451.2	3276348	3276695	-	348	159
PP_2876	AE015451.2	3276981	3278120	-	1140	362
PP_2877	AE015451.2	3278227	3279225	+	999	129
PP_2878	AE015451.2	3279251	3279430	+	180	22
PP_2879	AE015451.2	3279489	3280079	-	591	69
PP_2880	AE015451.2	3280069	3280629	-	561	78
PP_2881	AE015451.2	3280719	3281447	+	729	92
PP_2882	AE015451.2	3281479	3282090	+	612	79
PP_2883	AE015451.2	3282069	3282365	-	297	27
PP_2884	AE015451.2	3282371	3282913	-	543	284
PP_2885	AE015451.2	3282998	3284224	-	1227	991
PP_2886	AE015451.2	3284285	3284815	-	531	389
PP_2887	AE015451.2	3284815	3285864	-	1050	1211
PP_2888	AE015451.2	3285989	3286507	+	519	1020
PP_2889	AE015451.2	3286507	3287256	+	750	720
PP_2890	AE015451.2	3287303	3288112	-	810	395
PP_2891	AE015451.2	3288248	3288922	+	675	1324
PP_2892	AE015451.2	3288969	3290717	+	1749	711
PP_2893	AE015451.2	3290717	3294388	+	3672	1577
PP_2894	AE015451.2	3294414	3294965	-	552	53
PP_2895	AE015451.2	3295044	3295685	-	642	78
PP_2896	AE015451.2	3295754	3296131	-	378	48
PP_2898	AE015451.2	3296386	3296874	-	489	59
PP_2899	AE015451.2	3296993	3297178	+	186	161
PP_2900	AE015451.2	3297221	3297592	-	372	252
PP_2901	AE015451.2	3297784	3300099	+	2316	108
PP_2902	AE015451.2	3300187	3300906	-	720	503
PP_2903	AE015451.2	3300906	3301403	-	498	1013
PP_2904	AE015451.2	3301652	3303352	+	1701	1529
PP_2905	AE015451.2	3303365	3304744	+	1380	1696
PP_2906	AE015451.2	3304782	3306170	-	1389	8244
PP_2907	AE015451.2	3306151	3306828	-	678	14499
PP_2908	AE015451.2	3306906	3307598	-	693	255
PP_2909	AE015451.2	3307794	3308768	+	975	203
PP_2910	AE015451.2	3308886	3310133	+	1248	500
PP_2911	AE015451.2	3310287	3311675	+	1389	89
PP_2912	AE015451.2	3311766	3312656	+	891	255
PP_2913	AE015451.2	3312821	3313792	+	972	1690
PP_2914	AE015451.2	3313954	3315453	+	1500	275
PP_2915	AE015451.2	3315460	3316158	-	699	176
PP_2916	AE015451.2	3316171	3316797	-	627	411
PP_2918	AE015451.2	3316973	3319036	-	2064	531
PP_2919	AE015451.2	3319231	3320145	-	915	31
PP_2920	AE015451.2	3320266	3321021	+	756	24
PP_2921	AE015451.2	3321063	3322001	+	939	65
PP_2922	AE015451.2	3322001	3322969	+	969	46
PP_2923	AE015451.2	3323038	3323892	-	855	57
PP_2924	AE015451.2	3323886	3325133	-	1248	182
PP_2925	AE015451.2	3325248	3326864	+	1617	2087
PP_2926	AE015451.2	3326880	3328205	-	1326	239
PP_2927	AE015451.2	3328450	3329493	+	1044	1086
PP_2928	AE015451.2	3329630	3330871	-	1242	507
PP_2929	AE015451.2	3330907	3332001	-	1095	389
PP_2930	AE015451.2	3332190	3333104	-	915	151
PP_2931	AE015451.2	3333104	3333805	-	702	64
PP_2932	AE015451.2	3333861	3335561	-	1701	552
PP_2933	AE015451.2	3335756	3336595	-	840	839
PP_2934	AE015451.2	3336797	3337840	+	1044	4293
PP_2935	AE015451.2	3337808	3338998	-	1191	539
PP_2936	AE015451.2	3339244	3340827	-	1584	166
PP_2937	AE015451.2	3340863	3341279	-	417	22
PP_2938	AE015451.2	3341458	3342141	-	684	104
PP_2939	AE015451.2	3342451	3342702	-	252	200
PP_2940	AE015451.2	3342725	3343006	-	282	256
PP_5541	AE015451.2	3343598	3343924	+	327	60
PP_5542	AE015451.2	3344002	3344268	+	267	124
PP_2941	AE015451.2	3344346	3345128	-	783	1178
PP_2942	AE015451.2	3345132	3346499	-	1368	2887
PP_2943	AE015451.2	3346698	3347693	+	996	1014
PP_2944	AE015451.2	3347693	3349504	+	1812	1028
PP_2945	AE015451.2	3349504	3350904	+	1401	1163
PP_2946	AE015451.2	3351065	3351475	+	411	155
PP_2947	AE015451.2	3351739	3352107	+	369	1323
PP_2948	AE015451.2	3352255	3353634	-	1380	296
PP_2949	AE015451.2	3353756	3354619	+	864	30
PP_2950	AE015451.2	3354738	3355211	-	474	109
PP_2951	AE015451.2	3355268	3355831	-	564	60
PP_2952	AE015451.2	3355960	3356847	-	888	85
PP_2953	AE015451.2	3356953	3357957	+	1005	65
PP_2954	AE015451.2	3358075	3358458	+	384	90
PP_5543	AE015451.2	3358574	3358714	-	141	31
PP_2955	AE015451.2	3358774	3359682	-	909	64
PP_2956	AE015451.2	3359689	3361266	-	1578	205
PP_2957	AE015451.2	3361361	3362452	+	1092	193
PP_2958	AE015451.2	3362550	3362801	-	252	47
PP_2959	AE015451.2	3362818	3363333	-	516	88
PP_2960	AE015451.2	3363463	3364281	+	819	251
PP_2961	AE015451.2	3364350	3365225	-	876	95
PP_2962	AE015451.2	3365333	3366331	+	999	272
PP_2964	AE015451.2	3366695	3369706	+	3012	1895
PP_2965	AE015451.2	3369718	3370077	+	360	103
PP_2968	AE015451.2	3370644	3371774	-	1131	144
PP_2969	AE015451.2	3371788	3372072	-	285	50
PP_2970	AE015451.2	3372191	3372547	+	357	56
PP_2971	AE015451.2	3372845	3373879	-	1035	77
PP_2972	AE015451.2	3373715	3374011	+	297	1
PP_2973	AE015451.2	3374053	3374403	+	351	1
PP_2974	AE015451.2	3374441	3376090	+	1650	7
PP_2975	AE015451.2	3376159	3376422	+	264	12
PP_2976	AE015451.2	3376573	3376881	+	309	16
PP_2977	AE015451.2	3376881	3377783	+	903	43
PP_2978	AE015451.2	3377952	3378350	+	399	14
PP_2979	AE015451.2	3378305	3378730	-	426	12
PP_2980	AE015451.2	3378737	3378970	-	234	8
PP_2981	AE015451.2	3379180	3380148	-	969	162
PP_2982	AE015451.2	3380329	3381324	+	996	89
PP_2983	AE015451.2	3381355	3382008	+	654	73
PP_2984	AE015451.2	3381992	3382468	+	477	357
PP_5545	AE015451.2	3382500	3382664	+	165	44
PP_5546	AE015451.2	3382882	3383190	+	309	27
PP_5547	AE015451.2	3383194	3383493	+	300	16
PP_2985	AE015451.2	3383523	3384065	-	543	27
PP_5548	AE015451.2	3384187	3384288	-	102	8
PP_2986	AE015451.2	3384370	3385416	-	1047	90
PP_2987	AE015451.2	3385620	3386060	-	441	127
PP_2988	AE015451.2	3386157	3387170	+	1014	26
PP_2989	AE015451.2	3387220	3388011	+	792	126
PP_2990	AE015451.2	3388152	3388628	+	477	106
PP_2991	AE015451.2	3388650	3389678	-	1029	74
PP_2992	AE015451.2	3389691	3390491	-	801	98
PP_2994	AE015451.2	3390791	3392044	+	1254	543
PP_2995	AE015451.2	3392215	3392754	+	540	240
PP_2996	AE015451.2	3392823	3393278	-	456	212
PP_2997	AE015451.2	3393510	3394406	-	897	63
PP_2998	AE015451.2	3394500	3395444	+	945	32
PP_2999	AE015451.2	3395444	3395839	+	396	4
PP_3000	AE015451.2	3395839	3396291	+	453	5
PP_3001	AE015451.2	3396291	3397520	+	1230	30
PP_3002	AE015451.2	3397520	3398335	+	816	23
PP_3003	AE015451.2	3398343	3398777	+	435	37
PP_3004	AE015451.2	3399022	3399276	+	255	80
PP_3005	AE015451.2	3399335	3400033	-	699	438
PP_3006	AE015451.2	3400024	3400569	-	546	263
PP_3007	AE015451.2	3400676	3401200	-	525	62
PP_3008	AE015451.2	3401417	3401701	+	285	494
PP_3009	AE015451.2	3401813	3401908	+	96	144
PP_3010	AE015451.2	3402108	3402473	+	366	281
PP_3011	AE015451.2	3402628	3402984	+	357	82
PP_3012	AE015451.2	3403041	3403166	+	126	12
PP_3013	AE015451.2	3403216	3403464	-	249	10
PP_3014	AE015451.2	3403583	3403939	+	357	73
PP_5549	AE015451.2	3403988	3404191	-	204	14
PP_3015	AE015451.2	3404310	3404510	+	201	88
PP_3016	AE015451.2	3404650	3405480	+	831	331
PP_3017	AE015451.2	3405554	3406051	+	498	991
PP_3018	AE015451.2	3406062	3406301	-	240	1045
PP_3019	AE015451.2	3406301	3407041	-	741	7192
PP_3020	AE015451.2	3407256	3407978	+	723	862
PP_3021	AE015451.2	3407932	3408543	-	612	131
PP_3022	AE015451.2	3408628	3409434	-	807	124
