# Program:featureCounts v2.0.6; Command:"featureCounts" "-T4" "-t" "CDS" "-a" "data/ref/GCA_000007565.2_ASM756v2_genomic.gtf" "-o" "results/counts/counts-SRR7405887-bwa.txt" "results/alignment/bwa/SRR7405887.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/bwa/SRR7405887.sorted.bam
PP_2599	AE015451.2	2969662	2972049	+	2388	135
PP_2600	AE015451.2	2972164	2973873	-	1710	132
PP_2601	AE015451.2	2974068	2974841	+	774	88
PP_2602	AE015451.2	2974983	2976032	+	1050	93
PP_2603	AE015451.2	2976065	2976877	+	813	32
PP_2604	AE015451.2	2977032	2978354	-	1323	167
PP_2605	AE015451.2	2978599	2980284	-	1686	96
PP_2606	AE015451.2	2980329	2980646	-	318	9
PP_2607	AE015451.2	2980634	2982364	-	1731	49
PP_2608	AE015451.2	2982372	2983178	-	807	28
PP_2609	AE015451.2	2983335	2984102	+	768	116
PP_2610	AE015451.2	2984259	2984513	-	255	21
PP_2611	AE015451.2	2984513	2985403	-	891	21
PP_2612	AE015451.2	2985411	2988398	-	2988	25
PP_2613	AE015451.2	2988394	2989341	-	948	22
PP_2614	AE015451.2	2989314	2991479	-	2166	58
PP_2615	AE015451.2	2991557	2992069	-	513	25
PP_2616	AE015451.2	2992206	2993072	-	867	75
PP_2617	AE015451.2	2993077	2994411	-	1335	45
PP_2618	AE015451.2	2994470	2995264	-	795	39
PP_2619	AE015451.2	2995264	2995830	-	567	18
PP_2620	AE015451.2	2995830	2996843	-	1014	23
PP_2621	AE015451.2	2996810	2998573	-	1764	85
PP_2622	AE015451.2	2998580	2998987	-	408	3
PP_2623	AE015451.2	2998987	3000474	-	1488	39
PP_2624	AE015451.2	3000495	3000995	-	501	13
PP_2625	AE015451.2	3001277	3001969	+	693	21
PP_2626	AE015451.2	3001960	3003420	+	1461	38
PP_2627	AE015451.2	3003420	3007037	+	3618	518
PP_2628	AE015451.2	3007121	3009094	-	1974	549
PP_2631	AE015451.2	3010762	3010944	+	183	3
PP_2632	AE015451.2	3010940	3012550	+	1611	45
PP_2633	AE015451.2	3012550	3012765	+	216	1
PP_2634	AE015451.2	3012765	3013469	+	705	13
PP_2635	AE015451.2	3013469	3016075	+	2607	143
PP_2636	AE015451.2	3016078	3018357	+	2280	148
PP_2637	AE015451.2	3018363	3019472	+	1110	52
PP_2638	AE015451.2	3019463	3022978	+	3516	156
PP_2639	AE015451.2	3023319	3024182	+	864	140
PP_2640	AE015451.2	3024342	3024797	-	456	89
PP_2641	AE015451.2	3024839	3026635	-	1797	229
PP_2642	AE015451.2	3026636	3028123	+	1488	179
PP_2643	AE015451.2	3028348	3029997	+	1650	65
PP_2645	AE015451.2	3030694	3033453	+	2760	1321
PP_2646	AE015451.2	3033460	3033852	+	393	220
PP_2647	AE015451.2	3033965	3035188	-	1224	182
PP_2648	AE015451.2	3035484	3036410	-	927	528
PP_2649	AE015451.2	3036648	3037586	-	939	50
PP_2650	AE015451.2	3037729	3038868	+	1140	80
PP_2651	AE015451.2	3038916	3040256	+	1341	94
PP_2652	AE015451.2	3040398	3041180	+	783	88
PP_2653	AE015451.2	3041176	3041991	-	816	112
PP_5537	AE015451.2	3042098	3042409	+	312	4
PP_2654	AE015451.2	3042409	3042831	+	423	18
PP_2655	AE015451.2	3042906	3043136	+	231	106
PP_2656	AE015451.2	3043342	3044385	+	1044	2898
PP_2657	AE015451.2	3044459	3045424	+	966	915
PP_2658	AE015451.2	3045424	3046314	+	891	721
PP_2659	AE015451.2	3046314	3047150	+	837	842
PP_2660	AE015451.2	3047248	3047943	+	696	1050
PP_2661	AE015451.2	3047946	3048542	+	597	494
PP_2662	AE015451.2	3048841	3050025	+	1185	44
PP_2663	AE015451.2	3050169	3051329	+	1161	79
PP_2664	AE015451.2	3051301	3053196	+	1896	108
PP_2665	AE015451.2	3053248	3053910	-	663	104
PP_2666	AE015451.2	3053968	3054525	-	558	79
PP_2667	AE015451.2	3054836	3055624	-	789	23
PP_2668	AE015451.2	3055624	3056361	-	738	26
PP_2669	AE015451.2	3056361	3057347	-	987	25
PP_5538	AE015451.2	3057381	3058571	-	1191	56
PP_2671	AE015451.2	3058722	3059993	+	1272	104
PP_2672	AE015451.2	3059996	3060631	+	636	25
PP_2673	AE015451.2	3060843	3061499	-	657	16
PP_2674	AE015451.2	3061569	3063461	-	1893	78
PP_2675	AE015451.2	3063716	3064174	+	459	16
PP_2676	AE015451.2	3064132	3065055	+	924	19
PP_2677	AE015451.2	3065061	3065825	+	765	22
PP_2678	AE015451.2	3065867	3066787	+	921	19
PP_2679	AE015451.2	3066962	3068746	+	1785	67
PP_2680	AE015451.2	3068912	3070429	+	1518	105
PP_2681	AE015451.2	3070786	3071055	+	270	28
PP_2682	AE015451.2	3071148	3072308	+	1161	178
PP_2683	AE015451.2	3072295	3073962	+	1668	91
PP_2684	AE015451.2	3074395	3075102	+	708	23
PP_2685	AE015451.2	3075333	3076052	-	720	118
PP_2686	AE015451.2	3076129	3076905	-	777	81
PP_2687	AE015451.2	3076905	3077852	-	948	56
PP_2688	AE015451.2	3077859	3079265	-	1407	61
PP_2689	AE015451.2	3079702	3080070	-	369	57
PP_2690	AE015451.2	3080101	3080799	-	699	54
PP_2691	AE015451.2	3080799	3082514	-	1716	157
PP_2692	AE015451.2	3082520	3084067	-	1548	94
PP_2693	AE015451.2	3084126	3085109	-	984	38
PP_2694	AE015451.2	3085126	3086565	-	1440	55
PP_2695	AE015451.2	3086652	3087545	+	894	45
PP_2696	AE015451.2	3087618	3088544	-	927	41
PP_2697	AE015451.2	3088646	3089152	-	507	41
PP_2698	AE015451.2	3089181	3090212	-	1032	54
PP_2699	AE015451.2	3090242	3091291	-	1050	34
PP_2700	AE015451.2	3091453	3091950	+	498	217
PP_2701	AE015451.2	3092040	3092975	+	936	262
PP_2702	AE015451.2	3092958	3094085	-	1128	74
PP_2703	AE015451.2	3094459	3095757	+	1299	45
PP_2704	AE015451.2	3095762	3096943	+	1182	30
PP_2705	AE015451.2	3096997	3097329	+	333	304
PP_2706	AE015451.2	3097398	3097637	+	240	167
PP_2707	AE015451.2	3097637	3098431	+	795	258
PP_2708	AE015451.2	3098552	3099229	+	678	641
PP_2709	AE015451.2	3099222	3100688	+	1467	1336
PP_2710	AE015451.2	3100700	3101377	+	678	524
PP_2711	AE015451.2	3101367	3102170	+	804	802
PP_2712	AE015451.2	3102170	3102808	+	639	540
PP_2713	AE015451.2	3102814	3103473	+	660	730
PP_2714	AE015451.2	3103473	3104834	+	1362	580
PP_2715	AE015451.2	3104853	3105551	-	699	101
PP_2716	AE015451.2	3105568	3106035	-	468	56
PP_2717	AE015451.2	3106067	3107347	-	1281	103
PP_2718	AE015451.2	3107372	3107716	-	345	46
PP_2719	AE015451.2	3107905	3108006	-	102	201
PP_2720	AE015451.2	3108080	3108298	+	219	278
PP_2721	AE015451.2	3108283	3108630	-	348	54
PP_2722	AE015451.2	3108693	3109154	-	462	150
PP_2723	AE015451.2	3109326	3110180	-	855	160
PP_2724	AE015451.2	3110375	3110896	+	522	67
PP_2725	AE015451.2	3110959	3111498	-	540	179
PP_2726	AE015451.2	3111591	3112280	-	690	28
PP_2727	AE015451.2	3112379	3113146	-	768	99
PP_2728	AE015451.2	3113228	3113716	-	489	222
PP_2729	AE015451.2	3113877	3114410	+	534	1238
PP_2730	AE015451.2	3114416	3114949	+	534	935
PP_2731	AE015451.2	3114949	3115251	+	303	289
PP_2732	AE015451.2	3115263	3116786	+	1524	693
PP_2733	AE015451.2	3116909	3117394	-	486	200
PP_2734	AE015451.2	3117397	3118581	-	1185	441
PP_2735	AE015451.2	3118634	3119440	-	807	297
PP_2736	AE015451.2	3119440	3120684	-	1245	825
PP_2737	AE015451.2	3120694	3121443	-	750	866
PP_2738	AE015451.2	3121443	3121862	-	420	931
PP_2739	AE015451.2	3121969	3122421	-	453	275
PP_2740	AE015451.2	3122566	3123450	+	885	819
PP_2741	AE015451.2	3123618	3125252	-	1635	558
PP_2742	AE015451.2	3125323	3125679	-	357	101
PP_2743	AE015451.2	3125679	3126269	-	591	113
PP_2744	AE015451.2	3126468	3127424	-	957	253
PP_2745	AE015451.2	3127523	3128416	-	894	40
PP_2746	AE015451.2	3128754	3130160	+	1407	73
PP_2747	AE015451.2	3130184	3131152	+	969	8
PP_2748	AE015451.2	3131122	3131919	+	798	14
PP_2749	AE015451.2	3131919	3132797	+	879	11
PP_2750	AE015451.2	3132805	3133866	+	1062	79
PP_2751	AE015451.2	3133948	3135285	+	1338	38
PP_2752	AE015451.2	3135348	3136679	+	1332	20
PP_2753	AE015451.2	3136799	3137569	+	771	18
PP_2754	AE015451.2	3137862	3139208	+	1347	40
PP_2755	AE015451.2	3139447	3140688	+	1242	11
PP_2756	AE015451.2	3140701	3141084	+	384	6
PP_2757	AE015451.2	3141084	3142052	+	969	22
PP_2758	AE015451.2	3142052	3143077	+	1026	16
PP_2759	AE015451.2	3143077	3144612	+	1536	50
PP_2760	AE015451.2	3144593	3145573	+	981	12
PP_2761	AE015451.2	3145578	3146561	+	984	41
PP_2762	AE015451.2	3146633	3147868	-	1236	70
PP_2764	AE015451.2	3148063	3148764	+	702	7
PP_2765	AE015451.2	3148794	3149882	+	1089	29
PP_2766	AE015451.2	3149897	3151024	+	1128	72
PP_2767	AE015451.2	3151037	3151867	+	831	12
PP_2768	AE015451.2	3151846	3152724	+	879	110
PP_2769	AE015451.2	3152740	3153726	+	987	672
PP_2770	AE015451.2	3153797	3155119	+	1323	72
PP_2771	AE015451.2	3155162	3156262	-	1101	200
PP_2772	AE015451.2	3156274	3157458	-	1185	158
PP_2773	AE015451.2	3157517	3157672	-	156	20
PP_2774	AE015451.2	3157982	3160075	+	2094	138
PP_2775	AE015451.2	3160087	3161130	+	1044	80
PP_2776	AE015451.2	3161130	3162050	+	921	46
PP_2777	AE015451.2	3162633	3163199	+	567	35
PP_2778	AE015451.2	3163211	3164485	+	1275	52
PP_2779	AE015451.2	3164490	3165569	+	1080	23
PP_2780	AE015451.2	3165569	3166864	+	1296	36
PP_2781	AE015451.2	3166864	3168072	+	1209	51
PP_2782	AE015451.2	3168106	3170982	+	2877	34
PP_2783	AE015451.2	3170995	3171729	+	735	8
PP_2784	AE015451.2	3171729	3172490	+	762	7
PP_2785	AE015451.2	3172496	3173776	+	1281	30
PP_2786	AE015451.2	3173830	3174663	+	834	16
PP_2787	AE015451.2	3174700	3177306	+	2607	92
PP_2788	AE015451.2	3177382	3177762	-	381	14
PP_2789	AE015451.2	3177929	3178531	-	603	45
PP_2790	AE015451.2	3178724	3180673	-	1950	628
PP_2791	AE015451.2	3180804	3181931	+	1128	38
PP_2792	AE015451.2	3181931	3182284	+	354	14
PP_2793	AE015451.2	3182341	3183510	+	1170	29
PP_2794	AE015451.2	3183513	3184277	+	765	38
PP_2795	AE015451.2	3184364	3186007	+	1644	63
PP_2796	AE015451.2	3186065	3186385	+	321	5
PP_2797	AE015451.2	3186385	3188040	+	1656	62
PP_2798	AE015451.2	3188308	3189213	-	906	38
PP_2799	AE015451.2	3189273	3190649	-	1377	42
PP_2800	AE015451.2	3190748	3191998	-	1251	30
PP_2801	AE015451.2	3192039	3193460	-	1422	16
PP_2802	AE015451.2	3193541	3194869	-	1329	11
PP_2803	AE015451.2	3194885	3196066	-	1182	24
PP_2804	AE015451.2	3196261	3197133	-	873	25
PP_2805	AE015451.2	3197133	3198656	-	1524	36
PP_2806	AE015451.2	3198936	3199514	-	579	397
PP_2807	AE015451.2	3199765	3200649	+	885	42
PP_2808	AE015451.2	3200673	3202037	+	1365	70
PP_2809	AE015451.2	3202052	3202774	+	723	11
PP_2810	AE015451.2	3203250	3204668	+	1419	305
PP_2811	AE015451.2	3204697	3206340	+	1644	49
PP_2812	AE015451.2	3206352	3208763	+	2412	70
PP_2813	AE015451.2	3208777	3209736	+	960	123
PP_2814	AE015451.2	3209859	3210725	-	867	102
PP_2815	AE015451.2	3210964	3212214	+	1251	218
PP_2816	AE015451.2	3212279	3212842	-	564	5
PP_2817	AE015451.2	3212934	3214067	+	1134	21
PP_2818	AE015451.2	3214086	3217211	+	3126	110
PP_2819	AE015451.2	3217211	3218614	+	1404	68
PP_2820	AE015451.2	3218703	3219257	-	555	79
PP_2821	AE015451.2	3219438	3219839	-	402	35
PP_5539	AE015451.2	3219854	3221011	-	1158	162
PP_2823	AE015451.2	3221044	3222693	-	1650	46
PP_2824	AE015451.2	3223256	3223933	-	678	82
PP_2825	AE015451.2	3224006	3224470	-	465	34
PP_2826	AE015451.2	3224507	3225418	-	912	503
PP_2827	AE015451.2	3225625	3226644	+	1020	1417
PP_2828	AE015451.2	3227162	3228544	+	1383	55
PP_2829	AE015451.2	3228544	3229899	+	1356	209
PP_2830	AE015451.2	3230033	3231382	-	1350	41
PP_2831	AE015451.2	3231401	3232633	-	1233	57
PP_2832	AE015451.2	3232813	3233757	+	945	81
PP_2833	AE015451.2	3233788	3234756	+	969	69
PP_2834	AE015451.2	3234906	3236444	+	1539	95
PP_2835	AE015451.2	3236507	3237538	+	1032	46
PP_2836	AE015451.2	3237562	3238776	+	1215	326
PP_2837	AE015451.2	3238870	3240177	+	1308	45
PP_2838	AE015451.2	3240305	3241951	+	1647	1007
PP_2839	AE015451.2	3241924	3244209	+	2286	515
PP_2840	AE015451.2	3244316	3245494	-	1179	134
PP_2841	AE015451.2	3245746	3246621	+	876	287
PP_2842	AE015451.2	3246902	3247732	+	831	268
PP_2843	AE015451.2	3247745	3248044	+	300	82
PP_2844	AE015451.2	3248067	3248381	+	315	53
PP_2845	AE015451.2	3248381	3250081	+	1701	461
PP_2846	AE015451.2	3250094	3250594	+	501	103
PP_2847	AE015451.2	3250616	3251158	+	543	160
PP_2848	AE015451.2	3251161	3251832	+	672	189
PP_2849	AE015451.2	3251847	3252467	+	621	176
PP_2851	AE015451.2	3252716	3253441	-	726	425
PP_2852	AE015451.2	3253539	3255737	-	2199	2043
PP_2853	AE015451.2	3255876	3257153	-	1278	2557
PP_2854	AE015451.2	3257203	3257952	-	750	107
PP_2855	AE015451.2	3258001	3258678	-	678	77
PP_2856	AE015451.2	3258743	3260191	-	1449	216
PP_2857	AE015451.2	3260244	3260819	-	576	127
PP_2858	AE015451.2	3260824	3261258	-	435	28
PP_2859	AE015451.2	3261559	3262125	-	567	69
PP_2860	AE015451.2	3262125	3262688	-	564	83
PP_2861	AE015451.2	3262915	3264546	-	1632	573
PP_2862	AE015451.2	3264844	3265674	+	831	443
PP_2863	AE015451.2	3265706	3266080	+	375	179
PP_2864	AE015451.2	3266145	3266513	-	369	67
PP_2865	AE015451.2	3266497	3267396	-	900	133
PP_2866	AE015451.2	3267530	3268138	+	609	180
PP_2867	AE015451.2	3268213	3269412	-	1200	1568
PP_2868	AE015451.2	3269496	3270092	-	597	156
PP_2869	AE015451.2	3270135	3272084	-	1950	361
PP_2870	AE015451.2	3272259	3273299	+	1041	437
PP_2871	AE015451.2	3273325	3274077	+	753	122
PP_2872	AE015451.2	3274243	3275124	+	882	185
PP_2873	AE015451.2	3275198	3275515	+	318	131
PP_5540	AE015451.2	3275657	3275842	+	186	2539
PP_2874	AE015451.2	3275987	3276295	+	309	659
PP_2875	AE015451.2	3276348	3276695	-	348	320
PP_2876	AE015451.2	3276981	3278120	-	1140	995
PP_2877	AE015451.2	3278227	3279225	+	999	162
PP_2878	AE015451.2	3279251	3279430	+	180	34
PP_2879	AE015451.2	3279489	3280079	-	591	119
PP_2880	AE015451.2	3280069	3280629	-	561	178
PP_2881	AE015451.2	3280719	3281447	+	729	122
PP_2882	AE015451.2	3281479	3282090	+	612	165
PP_2883	AE015451.2	3282069	3282365	-	297	57
PP_2884	AE015451.2	3282371	3282913	-	543	539
PP_2885	AE015451.2	3282998	3284224	-	1227	1024
PP_2886	AE015451.2	3284285	3284815	-	531	398
PP_2887	AE015451.2	3284815	3285864	-	1050	1256
PP_2888	AE015451.2	3285989	3286507	+	519	1074
PP_2889	AE015451.2	3286507	3287256	+	750	751
PP_2890	AE015451.2	3287303	3288112	-	810	638
PP_2891	AE015451.2	3288248	3288922	+	675	1306
PP_2892	AE015451.2	3288969	3290717	+	1749	1338
PP_2893	AE015451.2	3290717	3294388	+	3672	2970
PP_2894	AE015451.2	3294414	3294965	-	552	80
PP_2895	AE015451.2	3295044	3295685	-	642	67
PP_2896	AE015451.2	3295754	3296131	-	378	55
PP_2898	AE015451.2	3296386	3296874	-	489	81
PP_2899	AE015451.2	3296993	3297178	+	186	332
PP_2900	AE015451.2	3297221	3297592	-	372	526
PP_2901	AE015451.2	3297784	3300099	+	2316	127
PP_2902	AE015451.2	3300187	3300906	-	720	797
PP_2903	AE015451.2	3300906	3301403	-	498	2082
PP_2904	AE015451.2	3301652	3303352	+	1701	2509
PP_2905	AE015451.2	3303365	3304744	+	1380	2447
PP_2906	AE015451.2	3304782	3306170	-	1389	13620
PP_2907	AE015451.2	3306151	3306828	-	678	22596
PP_2908	AE015451.2	3306906	3307598	-	693	430
PP_2909	AE015451.2	3307794	3308768	+	975	266
PP_2910	AE015451.2	3308886	3310133	+	1248	459
PP_2911	AE015451.2	3310287	3311675	+	1389	98
PP_2912	AE015451.2	3311766	3312656	+	891	392
PP_2913	AE015451.2	3312821	3313792	+	972	3894
PP_2914	AE015451.2	3313954	3315453	+	1500	393
PP_2915	AE015451.2	3315460	3316158	-	699	295
PP_2916	AE015451.2	3316171	3316797	-	627	638
PP_2918	AE015451.2	3316973	3319036	-	2064	1037
PP_2919	AE015451.2	3319231	3320145	-	915	74
PP_2920	AE015451.2	3320266	3321021	+	756	55
PP_2921	AE015451.2	3321063	3322001	+	939	95
PP_2922	AE015451.2	3322001	3322969	+	969	72
PP_2923	AE015451.2	3323038	3323892	-	855	99
PP_2924	AE015451.2	3323886	3325133	-	1248	270
PP_2925	AE015451.2	3325248	3326864	+	1617	1726
PP_2926	AE015451.2	3326880	3328205	-	1326	192
PP_2927	AE015451.2	3328450	3329493	+	1044	942
PP_2928	AE015451.2	3329630	3330871	-	1242	799
PP_2929	AE015451.2	3330907	3332001	-	1095	746
PP_2930	AE015451.2	3332190	3333104	-	915	242
PP_2931	AE015451.2	3333104	3333805	-	702	123
PP_2932	AE015451.2	3333861	3335561	-	1701	977
PP_2933	AE015451.2	3335756	3336595	-	840	1287
PP_2934	AE015451.2	3336797	3337840	+	1044	5389
PP_2935	AE015451.2	3337808	3338998	-	1191	671
PP_2936	AE015451.2	3339244	3340827	-	1584	376
PP_2937	AE015451.2	3340863	3341279	-	417	57
PP_2938	AE015451.2	3341458	3342141	-	684	92
PP_2939	AE015451.2	3342451	3342702	-	252	330
PP_2940	AE015451.2	3342725	3343006	-	282	560
PP_5541	AE015451.2	3343598	3343924	+	327	52
PP_5542	AE015451.2	3344002	3344268	+	267	155
PP_2941	AE015451.2	3344346	3345128	-	783	853
PP_2942	AE015451.2	3345132	3346499	-	1368	2042
PP_2943	AE015451.2	3346698	3347693	+	996	666
PP_2944	AE015451.2	3347693	3349504	+	1812	680
PP_2945	AE015451.2	3349504	3350904	+	1401	788
PP_2946	AE015451.2	3351065	3351475	+	411	212
PP_2947	AE015451.2	3351739	3352107	+	369	1253
PP_2948	AE015451.2	3352255	3353634	-	1380	308
PP_2949	AE015451.2	3353756	3354619	+	864	52
PP_2950	AE015451.2	3354738	3355211	-	474	242
PP_2951	AE015451.2	3355268	3355831	-	564	163
PP_2952	AE015451.2	3355960	3356847	-	888	133
PP_2953	AE015451.2	3356953	3357957	+	1005	78
PP_2954	AE015451.2	3358075	3358458	+	384	82
PP_5543	AE015451.2	3358574	3358714	-	141	29
PP_2955	AE015451.2	3358774	3359682	-	909	80
PP_2956	AE015451.2	3359689	3361266	-	1578	167
PP_2957	AE015451.2	3361361	3362452	+	1092	206
PP_2958	AE015451.2	3362550	3362801	-	252	53
PP_2959	AE015451.2	3362818	3363333	-	516	117
PP_2960	AE015451.2	3363463	3364281	+	819	256
PP_2961	AE015451.2	3364350	3365225	-	876	133
PP_2962	AE015451.2	3365333	3366331	+	999	241
PP_2964	AE015451.2	3366695	3369706	+	3012	1314
PP_2965	AE015451.2	3369718	3370077	+	360	97
PP_2968	AE015451.2	3370644	3371774	-	1131	137
PP_2969	AE015451.2	3371788	3372072	-	285	44
PP_2970	AE015451.2	3372191	3372547	+	357	47
PP_2971	AE015451.2	3372845	3373879	-	1035	87
PP_2972	AE015451.2	3373715	3374011	+	297	0
PP_2973	AE015451.2	3374053	3374403	+	351	0
PP_2974	AE015451.2	3374441	3376090	+	1650	19
PP_2975	AE015451.2	3376159	3376422	+	264	14
PP_2976	AE015451.2	3376573	3376881	+	309	35
PP_2977	AE015451.2	3376881	3377783	+	903	45
PP_2978	AE015451.2	3377952	3378350	+	399	18
PP_2979	AE015451.2	3378305	3378730	-	426	10
PP_2980	AE015451.2	3378737	3378970	-	234	11
PP_2981	AE015451.2	3379180	3380148	-	969	335
PP_2982	AE015451.2	3380329	3381324	+	996	156
PP_2983	AE015451.2	3381355	3382008	+	654	103
PP_2984	AE015451.2	3381992	3382468	+	477	393
PP_5545	AE015451.2	3382500	3382664	+	165	47
PP_5546	AE015451.2	3382882	3383190	+	309	19
PP_5547	AE015451.2	3383194	3383493	+	300	16
PP_2985	AE015451.2	3383523	3384065	-	543	31
PP_5548	AE015451.2	3384187	3384288	-	102	14
PP_2986	AE015451.2	3384370	3385416	-	1047	184
PP_2987	AE015451.2	3385620	3386060	-	441	215
PP_2988	AE015451.2	3386157	3387170	+	1014	106
PP_2989	AE015451.2	3387220	3388011	+	792	220
PP_2990	AE015451.2	3388152	3388628	+	477	163
PP_2991	AE015451.2	3388650	3389678	-	1029	117
PP_2992	AE015451.2	3389691	3390491	-	801	82
PP_2994	AE015451.2	3390791	3392044	+	1254	420
PP_2995	AE015451.2	3392215	3392754	+	540	177
PP_2996	AE015451.2	3392823	3393278	-	456	136
PP_2997	AE015451.2	3393510	3394406	-	897	52
PP_2998	AE015451.2	3394500	3395444	+	945	30
PP_2999	AE015451.2	3395444	3395839	+	396	11
PP_3000	AE015451.2	3395839	3396291	+	453	11
PP_3001	AE015451.2	3396291	3397520	+	1230	30
PP_3002	AE015451.2	3397520	3398335	+	816	25
PP_3003	AE015451.2	3398343	3398777	+	435	26
PP_3004	AE015451.2	3399022	3399276	+	255	116
PP_3005	AE015451.2	3399335	3400033	-	699	360
PP_3006	AE015451.2	3400024	3400569	-	546	178
PP_3007	AE015451.2	3400676	3401200	-	525	54
PP_3008	AE015451.2	3401417	3401701	+	285	477
PP_3009	AE015451.2	3401813	3401908	+	96	133
PP_3010	AE015451.2	3402108	3402473	+	366	254
PP_3011	AE015451.2	3402628	3402984	+	357	79
PP_3012	AE015451.2	3403041	3403166	+	126	10
PP_3013	AE015451.2	3403216	3403464	-	249	24
PP_3014	AE015451.2	3403583	3403939	+	357	143
PP_5549	AE015451.2	3403988	3404191	-	204	43
PP_3015	AE015451.2	3404310	3404510	+	201	147
PP_3016	AE015451.2	3404650	3405480	+	831	766
PP_3017	AE015451.2	3405554	3406051	+	498	1242
PP_3018	AE015451.2	3406062	3406301	-	240	1143
PP_3019	AE015451.2	3406301	3407041	-	741	8187
PP_3020	AE015451.2	3407256	3407978	+	723	724
PP_3021	AE015451.2	3407932	3408543	-	612	147
PP_3022	AE015451.2	3408628	3409434	-	807	239
PP_3024	AE015451.2	3409970	3411163	+	1194	1177
PP_5550	AE015451.2	3411153	3411470	+	318	479
PP_5551	AE015451.2	3411487	3412008	+	522	519
PP_3025	AE015451.2	3412207	3412824	-	618	115
PP_3026	AE015451.2	3412991	3414613	+	1623	596
PP_3027	AE015451.2	3414892	3415107	-	216	26
PP_3028	AE015451.2	3415103	3415414	-	312	28
PP_3029	AE015451.2	3415414	3417240	-	1827	81
PP_3030	AE015451.2	3417240	3418040	-	801	98
PP_3031	AE015451.2	3418097	3418411	-	315	40
PP_3032	AE015451.2	3418573	3418860	-	288	22
PP_5552	AE015451.2	3418867	3419175	-	309	4
PP_5553	AE015451.2	3419175	3419345	-	171	3
PP_3033	AE015451.2	3419456	3420184	-	729	448
PP_3034	AE015451.2	3420263	3420523	+	261	10
PP_3035	AE015451.2	3420440	3420610	-	171	189
PP_5554	AE015451.2	3420722	3420901	-	180	113
PP_3036	AE015451.2	3420973	3421149	+	177	12
PP_5555	AE015451.2	3421124	3421639	+	516	38
PP_3037	AE015451.2	3421635	3421850	+	216	9
PP_3038	AE015451.2	3421843	3424050	+	2208	269
PP_3039	AE015451.2	3424050	3424409	+	360	150
PP_3040	AE015451.2	3424924	3425268	+	345	14
PP_3041	AE015451.2	3425436	3426044	+	609	41
PP_3042	AE015451.2	3426052	3428085	+	2034	107
PP_3043	AE015451.2	3428090	3428293	+	204	5
PP_3044	AE015451.2	3428293	3429783	+	1491	47
PP_3045	AE015451.2	3429783	3430943	+	1161	52
PP_3046	AE015451.2	3430949	3431293	+	345	14
PP_3047	AE015451.2	3431358	3432350	+	993	20
PP_3048	AE015451.2	3432350	3432667	+	318	10
PP_3049	AE015451.2	3432667	3433326	+	660	9
PP_3050	AE015451.2	3433322	3433849	+	528	26
PP_3051	AE015451.2	3433849	3434448	+	600	27
PP_3052	AE015451.2	3434494	3434760	+	267	2
PP_3053	AE015451.2	3434766	3435089	+	324	2
PP_3054	AE015451.2	3435089	3436066	+	978	13
PP_3055	AE015451.2	3436066	3436875	+	810	31
PP_3056	AE015451.2	3436875	3437750	+	876	34
PP_3057	AE015451.2	3437760	3438497	+	738	31
PP_3058	AE015451.2	3438523	3438981	+	459	27
PP_3059	AE015451.2	3439079	3440242	+	1164	38
PP_3060	AE015451.2	3440258	3440764	+	507	9
PP_3061	AE015451.2	3440813	3441106	+	294	5
PP_3062	AE015451.2	3441242	3444508	+	3267	84
PP_3063	AE015451.2	3444521	3445363	+	843	48
PP_3064	AE015451.2	3445341	3445544	+	204	15
PP_3065	AE015451.2	3445607	3446647	+	1041	81
PP_3066	AE015451.2	3446687	3447235	+	549	44
PP_5556	AE015451.2	3447235	3447792	+	558	38
PP_5557	AE015451.2	3447878	3448132	-	255	23
PP_3067	AE015451.2	3448803	3450077	+	1275	211
PP_5558	AE015451.2	3450224	3450586	-	363	318
PP_3069	AE015451.2	3450972	3453446	-	2475	135
PP_3070	AE015451.2	3453562	3453834	-	273	161
PP_3071	AE015451.2	3453941	3455890	-	1950	1918
PP_3072	AE015451.2	3455986	3456462	-	477	870
PP_3073	AE015451.2	3456521	3457288	-	768	162
PP_3074	AE015451.2	3457302	3458690	-	1389	34
PP_3075	AE015451.2	3458919	3460361	-	1443	424
PP_3076	AE015451.2	3460361	3461374	-	1014	259
PP_3077	AE015451.2	3461377	3462432	-	1056	183
PP_3078	AE015451.2	3462432	3464357	-	1926	513
PP_3079	AE015451.2	3464374	3464652	-	279	1567
PP_3080	AE015451.2	3464736	3465794	-	1059	413
PP_5559	AE015451.2	3466132	3466248	-	117	50
PP_3081	AE015451.2	3466352	3466825	-	474	1318
PP_5560	AE015451.2	3466952	3467257	-	306	271
PP_3082	AE015451.2	3467342	3468703	-	1362	78
PP_3083	AE015451.2	3469064	3469936	+	873	198
PP_3084	AE015451.2	3470075	3472531	-	2457	641
PP_3085	AE015451.2	3472642	3473604	-	963	155
PP_3086	AE015451.2	3473604	3474107	-	504	186
PP_3087	AE015451.2	3474199	3476712	-	2514	811
PP_3088	AE015451.2	3476883	3477965	-	1083	884
PP_3089	AE015451.2	3478064	3478603	-	540	10740
PP_3090	AE015451.2	3478726	3481218	-	2493	1589
PP_5561	AE015451.2	3481218	3482123	-	906	479
PP_3091	AE015451.2	3482123	3485923	-	3801	2745
PP_3092	AE015451.2	3485957	3486670	-	714	580
